complaint,category,date,region
illegal construction near my property and no action has been taken,Property Dispute,2023-12-29,Bangalore
I want to complain that tenant is not vacating house,Property Dispute,2022-10-15,Ahmedabad
I want to complain that builder did not give possession of flat,Property Dispute,2024-06-23,Bangalore
I am facing an issue where tenant is not vacating house,Property Dispute,2024-06-03,Delhi
illegal construction near my property and no action has been taken,Property Dispute,2023-01-28,Kolkata
Neighbor illegally occupied my land,Property Dispute,2023-08-14,Mumbai
This problem occurred because illegal construction near my property,Property Dispute,2023-06-08,Hyderabad
builder did not give possession of flat and no action has been taken,Property Dispute,2023-04-12,Delhi
I want to complain that property documents are disputed,Property Dispute,2024-09-26,Hyderabad
This is regarding that property documents are disputed,Property Dispute,2022-03-16,Ahmedabad
I want to complain that builder did not give possession of flat,Property Dispute,2023-04-26,Hyderabad
I want to complain that neighbor illegally occupied my land,Property Dispute,2023-10-25,Delhi
I am facing an issue where property documents are disputed,Property Dispute,2024-10-11,Pune
I am facing an issue where property documents are disputed,Property Dispute,2024-12-26,Pune
This is regarding that illegal construction near my property,Property Dispute,2022-02-12,Pune
Property documents are disputed,Property Dispute,2024-10-01,Delhi
I need help since property documents are disputed,Property Dispute,2022-07-07,Ahmedabad
Builder did not give possession of flat,Property Dispute,2023-05-15,Hyderabad
neighbor illegally occupied my land and no action has been taken,Property Dispute,2022-06-09,Mumbai
This problem occurred because builder did not give possession of flat,Property Dispute,2024-08-08,Mumbai
I want to complain that illegal construction near my property,Property Dispute,2023-07-30,Delhi
I want to complain that property documents are disputed,Property Dispute,2022-05-22,Pune
This is regarding that tenant is not vacating house,Property Dispute,2024-05-03,Mumbai
Neighbor illegally occupied my land,Property Dispute,2024-02-24,Pune
Property documents are disputed,Property Dispute,2023-08-11,Chennai
This problem occurred because builder did not give possession of flat,Property Dispute,2024-12-04,Chennai
Kindly look into the matter: tenant is not vacating house,Property Dispute,2023-11-13,Chennai
This is regarding that neighbor illegally occupied my land,Property Dispute,2022-06-13,Pune
I am writing to report that property documents are disputed,Property Dispute,2024-12-25,Kolkata
This is regarding that neighbor illegally occupied my land,Property Dispute,2024-05-13,Pune
Kindly look into the matter: builder did not give possession of flat,Property Dispute,2024-02-03,Kolkata
This is regarding that illegal construction near my property,Property Dispute,2023-02-12,Delhi
neighbor illegally occupied my land and no action has been taken,Property Dispute,2023-08-22,Ahmedabad
I am facing an issue where builder did not give possession of flat,Property Dispute,2024-02-23,Kolkata
I am writing to report that neighbor illegally occupied my land,Property Dispute,2022-05-23,Bangalore
This problem occurred because builder did not give possession of flat,Property Dispute,2024-02-09,Chennai
Illegal construction near my property,Property Dispute,2024-04-29,Delhi
I need help since illegal construction near my property,Property Dispute,2024-07-13,Kolkata
I am writing to report that neighbor illegally occupied my land,Property Dispute,2022-09-23,Delhi
This problem occurred because neighbor illegally occupied my land,Property Dispute,2023-11-29,Chennai
I need help since property documents are disputed,Property Dispute,2023-01-24,Kolkata
I need help since tenant is not vacating house,Property Dispute,2022-11-18,Pune
I want to complain that builder did not give possession of flat,Property Dispute,2024-12-16,Hyderabad
Illegal construction near my property,Property Dispute,2023-07-15,Kolkata
I need help since builder did not give possession of flat,Property Dispute,2023-02-12,Hyderabad
I want to complain that tenant is not vacating house,Property Dispute,2023-01-12,Kolkata
I need help since builder did not give possession of flat,Property Dispute,2022-12-18,Bangalore
Tenant is not vacating house,Property Dispute,2024-11-12,Chennai
Kindly look into the matter: property documents are disputed,Property Dispute,2022-04-12,Bangalore
I am writing to report that builder did not give possession of flat,Property Dispute,2023-03-13,Delhi
I want to complain that illegal construction near my property,Property Dispute,2022-11-08,Delhi
I want to complain that builder did not give possession of flat,Property Dispute,2022-09-17,Kolkata
I need help since illegal construction near my property,Property Dispute,2023-06-13,Ahmedabad
I want to complain that illegal construction near my property,Property Dispute,2024-10-10,Mumbai
Please help as property documents are disputed,Property Dispute,2023-05-08,Pune
I am facing an issue where illegal construction near my property,Property Dispute,2022-08-09,Chennai
This problem occurred because illegal construction near my property,Property Dispute,2023-08-22,Chennai
I need help since property documents are disputed,Property Dispute,2022-07-24,Chennai
This problem occurred because tenant is not vacating house,Property Dispute,2023-08-24,Bangalore
Property documents are disputed,Property Dispute,2024-11-16,Mumbai
Property documents are disputed,Property Dispute,2023-03-27,Pune
This problem occurred because builder did not give possession of flat,Property Dispute,2024-06-26,Kolkata
This problem occurred because illegal construction near my property,Property Dispute,2022-08-12,Mumbai
property documents are disputed and no action has been taken,Property Dispute,2024-01-09,Mumbai
I am facing an issue where illegal construction near my property,Property Dispute,2023-02-13,Chennai
Kindly look into the matter: property documents are disputed,Property Dispute,2023-07-14,Kolkata
This problem occurred because builder did not give possession of flat,Property Dispute,2023-01-31,Delhi
I am writing to report that builder did not give possession of flat,Property Dispute,2023-10-18,Mumbai
I want to complain that illegal construction near my property,Property Dispute,2023-06-28,Ahmedabad
This is regarding that illegal construction near my property,Property Dispute,2023-01-02,Kolkata
I need help since builder did not give possession of flat,Property Dispute,2024-07-28,Ahmedabad
I am writing to report that property documents are disputed,Property Dispute,2022-12-20,Chennai
I want to complain that builder did not give possession of flat,Property Dispute,2023-09-09,Chennai
illegal construction near my property and no action has been taken,Property Dispute,2022-01-07,Delhi
I need help since tenant is not vacating house,Property Dispute,2023-06-24,Mumbai
I want to complain that property documents are disputed,Property Dispute,2022-10-23,Kolkata
builder did not give possession of flat and no action has been taken,Property Dispute,2024-01-04,Mumbai
This is regarding that property documents are disputed,Property Dispute,2022-09-17,Chennai
I need help since builder did not give possession of flat,Property Dispute,2022-08-10,Pune
I am writing to report that neighbor illegally occupied my land,Property Dispute,2024-06-25,Delhi
I need help since builder did not give possession of flat,Property Dispute,2024-02-07,Hyderabad
I need help since illegal construction near my property,Property Dispute,2022-07-21,Chennai
I am facing an issue where property documents are disputed,Property Dispute,2022-04-08,Chennai
I need help since property documents are disputed,Property Dispute,2022-02-15,Kolkata
I need help since illegal construction near my property,Property Dispute,2023-04-09,Chennai
This is regarding that neighbor illegally occupied my land,Property Dispute,2022-11-14,Delhi
This problem occurred because neighbor illegally occupied my land,Property Dispute,2022-05-30,Bangalore
I am writing to report that illegal construction near my property,Property Dispute,2024-01-03,Pune
neighbor illegally occupied my land and no action has been taken,Property Dispute,2023-10-17,Hyderabad
I want to complain that property documents are disputed,Property Dispute,2023-06-20,Pune
This is regarding that neighbor illegally occupied my land,Property Dispute,2022-04-06,Mumbai
I want to complain that illegal construction near my property,Property Dispute,2022-12-16,Bangalore
I need help since illegal construction near my property,Property Dispute,2024-08-28,Chennai
This problem occurred because illegal construction near my property,Property Dispute,2024-09-17,Delhi
I need help since tenant is not vacating house,Property Dispute,2024-12-04,Kolkata
